Filename;Unidirectional refs;Opposite refs;Number of metaclasses;Number of references;Number of attributes;DIT;HAgg;Maintainability;Understantability;Complexity;Reuse of the metamodel;Relaxation index of the metamodel;Time (ms);
./model/BestWeight136/0_e18.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;3167;
./model/BestWeight136/10_b7.ecore;15;2;10;17;14;1;2;8.8;4.0;18.0;0.34042552;44.0;2063;
./model/BestWeight136/11_c17.ecore;48;0;32;48;41;3;4;25.6;43.0;50.0;0.69310343;123.0;725;
./model/BestWeight136/12_b3.ecore;12;2;10;14;13;1;2;8.0;4.0;18.0;0.34146342;33.0;357;
./model/BestWeight136/13_c13.ecore;48;0;33;48;41;3;4;25.8;44.0;51.0;0.6993243;123.0;717;
./model/BestWeight136/14_b17.ecore;16;2;10;18;14;1;2;9.0;5.0;19.0;0.3846154;45.0;2186;
./model/BestWeight136/15_a16.ecore;8;0;15;8;8;3;2;7.2;16.0;19.0;0.3043478;21.0;1363;
./model/BestWeight136/16_d2.ecore;3;0;3;3;2;1;1;2.0;2.0;4.0;0.44444445;1.5;2700;
./model/BestWeight136/17_d0.ecore;4;0;3;4;2;1;1;2.2;2.0;4.0;0.45454547;5.2783504;488;
./model/BestWeight136/18_d18.ecore;4;0;4;4;1;1;1;2.2;3.0;5.0;0.375;2.0;2124;
./model/BestWeight136/19_c8.ecore;48;0;32;48;41;3;4;25.6;41.0;48.0;0.6866197;123.0;3030;
./model/BestWeight136/1_a8.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;1702;
./model/BestWeight136/20_a14.ecore;21;0;17;21;4;3;3;9.6;17.0;24.0;0.34210527;54.0;10032;
./model/BestWeight136/21_b15.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;3151;
./model/BestWeight136/22_e9.ecore;38;41;78;79;42;13;4;43.2;598.0;736.0;0.9353948;186.0;4754;
./model/BestWeight136/24_b1.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;4325;
./model/BestWeight136/25_d7.ecore;5;0;4;5;1;1;1;2.4;3.0;6.0;0.4;8.104167;4909;
./model/BestWeight136/26_a13.ecore;17;0;17;17;9;3;3;9.8;13.0;20.0;0.1875;43.0;11478;
./model/BestWeight136/27_b12.ecore;17;0;10;17;13;1;2;8.6;4.0;14.0;0.3478261;46.0;3633;
./model/BestWeight136/28_b6.ecore;18;2;11;20;13;1;2;9.4;5.0;21.0;0.3773585;51.0;851;
./model/BestWeight136/29_c16.ecore;48;0;33;48;39;3;4;25.4;44.0;52.0;0.6892857;123.0;6085;
