Filename;Unidirectional refs;Opposite refs;Number of metaclasses;Number of references;Number of attributes;DIT;HAgg;Maintainability;Understantability;Complexity;Reuse of the metamodel;Relaxation index of the metamodel;Time (ms);
e18.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;1622;
a16.ecore;8;0;15;8;8;3;2;7.2;16.0;19.0;0.3043478;21.0;686;
c11.ecore;;;;;;;;;;;;;;
d6.ecore;;;;;;;;;;;;;;
b1.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;623;
a2.ecore;15;0;20;15;9;3;3;10.0;25.0;30.0;0.44186047;40.0;182;
e2.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;34551;
e10.ecore;39;41;79;80;41;13;4;43.4;629.0;768.0;0.93675673;188.0;5516;
c6.ecore;48;0;33;48;42;3;4;26.0;44.0;51.0;0.6969697;123.0;7027;
b16.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;4521;
d1.ecore;3;0;3;3;2;1;1;2.0;2.0;3.0;0.375;1.5;2000;
c12.ecore;47;0;33;47;42;3;4;25.8;44.0;51.0;0.6972789;120.0;14248;
a18.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;2853;
d7.ecore;5;0;4;5;2;1;1;2.6;3.0;6.0;0.41666666;8.104167;1997;
b13.ecore;18;2;11;20;14;1;2;9.6;5.0;20.0;0.37037036;51.0;303;
e9.ecore;38;41;78;79;42;13;4;43.2;598.0;736.0;0.9353948;186.0;1986;
a8.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;404;
b17.ecore;16;2;10;18;14;1;2;9.0;5.0;19.0;0.3846154;45.0;381;
a10.ecore;19;0;19;19;8;3;3;10.4;22.0;27.0;0.38636363;49.0;498;
c13.ecore;48;0;33;48;41;3;4;25.8;44.0;51.0;0.6993243;123.0;413;
d3.ecore;5;0;3;5;1;1;1;2.2;2.0;4.0;0.4;2.5;1955;
c4.ecore;17;0;10;17;12;1;2;8.4;4.0;12.0;0.30952382;-38.0;1905;
d19.ecore;17;2;11;19;13;1;2;9.2;5.0;20.0;0.3846154;47.0;1471;
d16.ecore;5;0;4;5;1;1;1;2.4;3.0;5.0;0.4;13.0;5478;
e5.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;5397;
a17.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;3169;
a7.ecore;14;0;17;14;9;3;2;9.0;20.0;26.0;0.3783784;35.0;6005;
e7.ecore;39;40;79;79;42;13;4;43.4;629.0;766.0;0.93638813;185.0;7826;
a11.ecore;17;0;19;17;9;3;4;10.4;24.0;29.0;0.42222223;45.0;4732;
a9.ecore;13;0;15;13;9;2;3;8.4;10.0;16.0;0.42105263;32.0;1988;
b8.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;4167;
a1.ecore;15;0;17;15;8;3;2;9.0;16.0;22.0;0.2580645;38.0;1232;
c7.ecore;47;0;33;47;42;3;4;25.8;44.0;51.0;0.6993243;120.0;1622;
a19.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;158;
a5.ecore;20;0;19;20;10;3;3;11.0;24.0;31.0;0.4;50.0;2082;
c0.ecore;48;0;33;48;41;3;4;25.8;44.0;52.0;0.6993243;123.0;5358;
b9.ecore;19;0;9;19;8;1;1;7.6;4.0;16.0;0.37209302;49.0;9981;
c5.ecore;41;0;32;41;41;3;4;24.2;36.0;42.0;0.6706827;103.0;3605;
e19.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;2637;
b10.ecore;18;0;10;18;14;1;2;9.0;4.0;13.0;0.33333334;49.0;827;
b18.ecore;18;2;11;20;13;1;2;9.4;5.0;20.0;0.3773585;51.0;5400;
d10.ecore;18;2;11;20;14;1;2;9.6;5.0;20.0;0.37037036;51.0;10096;
d15.ecore;4;0;3;4;2;1;1;2.2;2.0;4.0;0.4;2.0;1187;
d8.ecore;;;;;;;;;;;;;;
e15.ecore;41;37;78;78;40;13;3;42.4;625.0;754.0;0.93807715;183.0;12528;
d17.ecore;2;0;3;2;1;1;1;1.6;2.0;3.0;0.4;1.0;858;
c18.ecore;41;0;32;41;41;3;4;24.2;36.0;42.0;0.6706827;103.0;4267;
e4.ecore;39;41;78;80;42;13;4;43.4;617.0;756.0;0.9352715;188.0;3982;
d13.ecore;4;0;4;4;1;1;1;2.2;3.0;5.0;0.375;2.0;6455;
b19.ecore;18;2;11;20;14;1;2;9.6;5.0;21.0;0.37037036;51.0;9790;
e16.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;43144;
c3.ecore;17;2;10;19;10;1;1;8.2;2.0;18.0;0.17142858;48.0;9545;
b2.ecore;18;2;11;20;14;1;2;9.6;5.0;22.0;0.37037036;50.0;753;
c10.ecore;48;0;33;48;42;3;4;26.0;44.0;51.0;0.6969697;123.0;1254;
e3.ecore;38;41;79;79;42;13;4;43.4;629.0;767.0;0.93532336;185.0;7512;
c16.ecore;48;0;33;48;40;3;4;25.6;44.0;52.0;0.6868327;123.0;1160;
b5.ecore;19;0;10;19;14;1;2;9.2;4.0;14.0;0.3265306;52.0;489;
d2.ecore;3;0;3;3;2;1;1;2.0;2.0;4.0;0.44444445;1.5;157;
d4.ecore;4;0;3;4;1;1;1;2.0;2.0;3.0;0.44444445;10.0;219;
c17.ecore;48;0;32;48;41;3;4;25.6;43.0;50.0;0.69310343;123.0;377;
d18.ecore;4;0;4;4;2;1;1;2.4;3.0;5.0;0.4;2.0;762;
b12.ecore;18;0;10;18;13;1;2;8.8;4.0;14.0;0.34042552;49.0;621;
a14.ecore;22;0;17;22;4;3;3;9.8;17.0;25.0;0.33333334;56.0;1834;
b0.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;933;
a6.ecore;12;0;14;12;1;3;3;6.6;17.0;20.0;0.3809524;30.0;7231;
e8.ecore;41;37;78;78;40;13;3;42.4;625.0;754.0;0.93807715;183.0;5155;
e17.ecore;39;40;79;79;42;13;4;43.4;629.0;766.0;0.93638813;185.0;4365;
e12.ecore;38;41;79;79;42;13;4;43.4;629.0;767.0;0.9368932;186.0;10080;
d14.ecore;4;0;4;4;0;1;1;2.0;3.0;6.0;0.33333334;2.0;2731;
a0.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;2498;
b15.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;347;
c8.ecore;48;0;32;48;41;3;4;25.6;41.0;48.0;0.6866197;123.0;365;
a13.ecore;19;0;17;19;9;3;3;10.2;13.0;21.0;0.2;48.0;6091;
b11.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;1009;
b7.ecore;15;2;10;17;14;1;2;8.8;4.0;18.0;0.34042552;44.0;860;
c15.ecore;48;0;33;48;40;3;4;25.6;44.0;52.0;0.6868327;123.0;857;
b6.ecore;18;2;11;20;13;1;2;9.4;5.0;21.0;0.3773585;51.0;1900;
d0.ecore;4;0;3;4;2;1;1;2.2;2.0;4.0;0.45454547;5.2783504;367;
