Filename;Unidirectional refs;Opposite refs;Number of metaclasses;Number of references;Number of attributes;DIT;HAgg;Maintainability;Understantability;Complexity;Reuse of the metamodel;Relaxation index of the metamodel;Time (ms);
c6.ecore;;;;;;;;;;;;;3218;
b16.ecore;18;2;11;20;14;1;2;9.6;5.0;20.0;0.37037036;51.0;12976;
d1.ecore;3;0;3;3;2;1;1;2.0;2.0;3.0;0.375;1.5;5800;
c12.ecore;47;0;32;47;42;3;4;25.6;41.0;48.0;0.68439716;120.0;12015;
a18.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;2711;
d7.ecore;4;0;3;4;2;1;1;2.2;2.0;4.0;0.4;6.0833335;8016;
b13.ecore;;;;;;;;;;;;;369;
e9.ecore;38;41;78;79;42;13;4;43.2;598.0;736.0;0.9353948;186.0;4837;
a8.ecore;;;;;;;;;;;;;505;
b17.ecore;;;;;;;;;;;;;455;
a10.ecore;;;;;;;;;;;;;766;
c13.ecore;;;;;;;;;;;;;609;
d3.ecore;;;;;;;;;;;;;1780;
c4.ecore;;;;;;;;;;;;;16407;
d19.ecore;17;2;11;19;13;1;2;9.2;5.0;20.0;0.3846154;47.0;1686;
d16.ecore;;;;;;;;;;;;;14440;
e5.ecore;;;;;;;;;;;;;12467;
a17.ecore;;;;;;;;;;;;;14041;
a7.ecore;14;0;17;14;9;3;2;9.0;20.0;26.0;0.3783784;35.0;15875;
e7.ecore;;;;;;;;;;;;;21954;
a11.ecore;16;0;19;16;9;3;4;10.2;24.0;29.0;0.4318182;42.0;7407;
a9.ecore;11;0;15;11;9;2;3;8.0;10.0;16.0;0.42857143;27.0;10967;
b8.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;11498;
a1.ecore;;;;;;;;;;;;;1708;
c7.ecore;;;;;;;;;;;;;1838;
a19.ecore;;;;;;;;;;;;;2253;
a5.ecore;;;;;;;;;;;;;1943;
c0.ecore;48;0;33;48;41;3;4;25.8;44.0;52.0;0.6993243;123.0;12092;
b9.ecore;15;0;9;15;8;1;1;6.8;4.0;14.0;0.3611111;41.0;61404;
c5.ecore;39;0;32;39;41;3;4;23.8;36.0;41.0;0.67611337;98.0;18489;
e19.ecore;;;;;;;;;;;;;4556;
b10.ecore;;;;;;;;;;;;;5270;
b18.ecore;16;2;10;18;13;1;2;8.8;5.0;19.0;0.39215687;45.0;16357;
d10.ecore;17;0;10;17;14;1;2;8.8;4.0;13.0;0.32608697;46.0;45835;
d15.ecore;;;;;;;;;;;;;1121;
d8.ecore;;;;;;;;;;;;;;
e15.ecore;40;37;78;77;40;13;4;42.4;625.0;753.0;0.9371873;180.0;36350;
d17.ecore;;;;;;;;;;;;;1504;
c18.ecore;41;0;32;41;41;3;4;24.2;36.0;42.0;0.6706827;103.0;22445;
e4.ecore;;;;;;;;;;;;;3921;
d13.ecore;4;0;3;4;1;1;1;2.0;2.0;4.0;0.375;2.0;24506;
b19.ecore;17;2;11;19;14;1;2;9.4;5.0;20.0;0.3773585;48.0;20041;
e16.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;82551;
c3.ecore;17;2;10;19;8;1;1;7.8;2.0;18.0;0.18181819;48.0;44513;
b2.ecore;;;;;;;;;;;;;3314;
c10.ecore;;;;;;;;;;;;;7705;
e3.ecore;;;;;;;;;;;;;25229;
c16.ecore;48;0;33;48;40;3;4;25.6;44.0;52.0;0.6868327;123.0;3944;
b5.ecore;19;0;10;19;14;1;2;9.2;4.0;14.0;0.3265306;52.0;674;
d2.ecore;;;;;;;;;;;;;2275;
d4.ecore;;;;;;;;;;;;;412;
c17.ecore;;;;;;;;;;;;;2036;
d18.ecore;4;0;4;4;2;1;1;2.4;3.0;5.0;0.4;2.0;528;
b12.ecore;;;;;;;;;;;;;5306;
a14.ecore;19;0;17;19;4;3;3;9.2;17.0;24.0;0.3611111;48.0;7577;
b0.ecore;;;;;;;;;;;;;647;
a6.ecore;10;0;14;10;1;3;3;6.2;17.0;20.0;0.42105263;24.0;21365;
e8.ecore;39;37;78;76;40;13;4;42.2;625.0;752.0;0.93770856;177.0;15327;
e17.ecore;;;;;;;;;;;;;17497;
e12.ecore;38;41;79;79;42;13;4;43.4;629.0;767.0;0.9368932;186.0;14197;
d14.ecore;;;;;;;;;;;;;1751;
a0.ecore;;;;;;;;;;;;;8204;
b15.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;2728;
c8.ecore;;;;;;;;;;;;;592;
a13.ecore;14;0;17;14;9;3;3;9.2;13.0;18.0;0.17857143;36.0;15245;
b11.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;1006;
b7.ecore;16;0;9;16;14;1;2;8.4;3.0;12.0;0.2857143;43.0;2836;
c15.ecore;;;;;;;;;;;;;1081;
b6.ecore;18;0;10;18;13;1;2;8.8;4.0;14.0;0.34042552;49.0;4224;
d0.ecore;;;;;;;;;;;;;2500;
