Filename;Unidirectional refs;Opposite refs;Number of metaclasses;Number of references;Number of attributes;DIT;HAgg;Maintainability;Understantability;Complexity;Reuse of the metamodel;Relaxation index of the metamodel;Time (ms);
./model/BestWeight24/2_c15.ecore;48;0;33;48;40;3;4;25.6;44.0;52.0;0.6868327;123.0;1446;
./model/BestWeight24/30_c14.ecore;48;0;33;48;42;3;4;26.0;44.0;51.0;0.6969697;123.0;1783;
./model/BestWeight24/31_b4.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;93;
./model/BestWeight24/32_a9.ecore;13;0;15;13;9;2;3;8.4;10.0;16.0;0.42105263;32.0;3146;
./model/BestWeight24/33_e19.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;3071;
./model/BestWeight24/34_b10.ecore;18;0;10;18;14;1;2;9.0;4.0;13.0;0.33333334;49.0;1116;
./model/BestWeight24/35_a11.ecore;17;0;19;17;9;3;4;10.4;24.0;29.0;0.42222223;45.0;5410;
./model/BestWeight24/36_d5.ecore;17;2;11;19;13;1;2;9.2;5.0;20.0;0.3846154;47.0;1209;
./model/BestWeight24/37_a15.ecore;13;0;14;13;8;2;3;8.0;9.0;13.0;0.27586207;35.0;2808;
./model/BestWeight24/38_b14.ecore;17;2;11;19;14;1;2;9.4;5.0;20.0;0.3773585;48.0;83;
./model/BestWeight24/39_c9.ecore;47;0;31;47;39;1;4;24.4;15.0;22.0;0.50857145;120.0;3532;
./model/BestWeight24/3_b5.ecore;19;0;10;19;14;1;2;9.2;4.0;14.0;0.3265306;52.0;928;
./model/BestWeight24/40_d19.ecore;17;2;11;19;13;1;2;9.2;5.0;20.0;0.3846154;47.0;922;
./model/BestWeight24/41_d1.ecore;3;0;3;3;2;1;1;2.0;2.0;3.0;0.375;1.5;1476;
./model/BestWeight24/42_c10.ecore;48;0;33;48;42;3;4;26.0;44.0;51.0;0.6969697;123.0;1557;
./model/BestWeight24/43_b0.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;664;
./model/BestWeight24/44_e8.ecore;41;37;78;78;40;13;3;42.4;625.0;754.0;0.93807715;183.0;5799;
./model/BestWeight24/45_b2.ecore;18;2;11;20;14;1;2;9.6;5.0;22.0;0.37037036;50.0;773;
./model/BestWeight24/46_c12.ecore;47;0;33;47;42;3;4;25.8;44.0;51.0;0.6972789;120.0;11431;
./model/BestWeight24/47_d3.ecore;5;0;3;5;1;1;1;2.2;2.0;4.0;0.4;2.5;1151;
./model/BestWeight24/48_b16.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;3393;
./model/BestWeight24/49_a17.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;7313;
./model/BestWeight24/4_d4.ecore;4;0;3;4;1;1;1;2.0;2.0;3.0;0.44444445;10.0;553;
./model/BestWeight24/50_c7.ecore;47;0;33;47;42;3;4;25.8;44.0;51.0;0.6993243;120.0;2258;
./model/BestWeight24/51_d17.ecore;2;0;3;2;1;1;1;1.6;2.0;3.0;0.4;1.0;1538;
./model/BestWeight24/52_e13.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;9409;
./model/BestWeight24/53_e6.ecore;39;41;79;80;41;13;4;43.4;629.0;768.0;0.9368932;188.0;3371;
./model/BestWeight24/54_a3.ecore;21;0;20;21;9;3;4;11.4;25.0;32.0;0.4;54.0;1988;
./model/BestWeight24/55_e11.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;4516;
./model/BestWeight24/56_e4.ecore;39;41;78;80;42;13;4;43.4;617.0;756.0;0.9352715;188.0;3816;
./model/BestWeight24/57_a1.ecore;15;0;17;15;8;3;2;9.0;16.0;22.0;0.2580645;38.0;2393;
./model/BestWeight24/58_d15.ecore;4;0;3;4;2;1;1;2.2;2.0;4.0;0.4;2.0;1780;
./model/BestWeight24/59_a19.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;1362;
./model/BestWeight24/5_b11.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;1408;
./model/BestWeight24/60_b18.ecore;18;2;11;20;13;1;2;9.4;5.0;20.0;0.3773585;51.0;5735;
./model/BestWeight24/61_c5.ecore;41;0;32;41;41;3;4;24.2;36.0;42.0;0.6706827;103.0;4903;
./model/BestWeight24/65_e0.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;4038;
./model/BestWeight24/66_a5.ecore;20;0;19;20;10;3;3;11.0;24.0;31.0;0.4;50.0;163;
./model/BestWeight24/67_e15.ecore;41;37;78;78;40;13;3;42.4;625.0;754.0;0.93807715;183.0;13094;
./model/BestWeight24/68_b8.ecore;19;2;11;21;14;1;2;9.8;5.0;21.0;0.36363637;54.0;4769;
./model/BestWeight24/69_c18.ecore;41;0;32;41;41;3;4;24.2;36.0;42.0;0.6706827;103.0;4855;
./model/BestWeight24/6_a10.ecore;19;0;19;19;8;3;3;10.4;22.0;27.0;0.38636363;49.0;897;
./model/BestWeight24/70_e2.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;19425;
./model/BestWeight24/71_a7.ecore;14;0;17;14;9;3;2;9.0;20.0;26.0;0.3783784;35.0;3991;
./model/BestWeight24/72_e17.ecore;39;40;79;79;42;13;4;43.4;629.0;766.0;0.93638813;185.0;6649;
./model/BestWeight24/73_c3.ecore;17;2;10;19;10;1;1;8.2;2.0;18.0;0.17142858;48.0;14665;
./model/BestWeight24/74_d13.ecore;4;0;4;4;1;1;1;2.2;3.0;5.0;0.375;2.0;7345;
./model/BestWeight24/75_a0.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;206;
./model/BestWeight24/76_e5.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;6425;
./model/BestWeight24/77_e10.ecore;39;41;79;80;41;13;4;43.4;629.0;768.0;0.93675673;188.0;7902;
./model/BestWeight24/78_c4.ecore;17;0;10;17;12;1;2;8.4;4.0;12.0;0.30952382;-38.0;4550;
./model/BestWeight24/79_a18.ecore;23;0;20;23;10;3;4;12.0;25.0;33.0;0.3888889;59.0;1489;
./model/BestWeight24/7_a12.ecore;21;0;19;21;8;3;4;11.0;17.0;24.0;0.30952382;54.0;901;
./model/BestWeight24/80_b19.ecore;18;2;11;20;14;1;2;9.6;5.0;21.0;0.37037036;51.0;13749;
./model/BestWeight24/81_d14.ecore;4;0;4;4;0;1;1;2.0;3.0;6.0;0.33333334;2.0;2449;
./model/BestWeight24/82_d16.ecore;5;0;4;5;1;1;1;2.4;3.0;5.0;0.4;13.0;10274;
./model/BestWeight24/83_c6.ecore;48;0;33;48;42;3;4;26.0;44.0;51.0;0.6969697;123.0;3173;
./model/BestWeight24/84_a2.ecore;15;0;20;15;9;3;3;10.0;25.0;30.0;0.44186047;40.0;2393;
./model/BestWeight24/85_e7.ecore;39;40;79;79;42;13;4;43.4;629.0;766.0;0.93638813;185.0;6487;
./model/BestWeight24/86_e12.ecore;38;41;79;79;42;13;4;43.4;629.0;767.0;0.9368932;186.0;12957;
./model/BestWeight24/87_e16.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;34961;
./model/BestWeight24/88_a6.ecore;12;0;14;12;1;3;3;6.6;17.0;20.0;0.3809524;30.0;4398;
./model/BestWeight24/89_e3.ecore;38;41;79;79;42;13;4;43.4;629.0;767.0;0.93532336;185.0;6308;
./model/BestWeight24/8_b13.ecore;18;2;11;20;14;1;2;9.6;5.0;20.0;0.37037036;51.0;906;
./model/BestWeight24/90_d12.ecore;5;0;2;5;2;1;1;2.2;1.0;3.0;0.41666666;2.5;3589;
./model/BestWeight24/91_c2.ecore;46;0;32;46;41;3;4;25.2;42.0;49.0;0.693662;117.0;10205;
./model/BestWeight24/92_c0.ecore;48;0;33;48;41;3;4;25.8;44.0;52.0;0.6993243;123.0;7834;
./model/BestWeight24/94_d10.ecore;18;2;11;20;14;1;2;9.6;5.0;20.0;0.37037036;51.0;9301;
./model/BestWeight24/95_b9.ecore;19;0;9;19;8;1;1;7.6;4.0;16.0;0.37209302;49.0;20039;
./model/BestWeight24/96_c19.ecore;46;0;32;46;42;3;4;25.4;42.0;49.0;0.6912281;30.150944;1913;
./model/BestWeight24/97_e14.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;12532;
./model/BestWeight24/98_a4.ecore;13;0;15;13;7;2;2;7.8;7.0;11.0;0.16666667;33.0;10772;
./model/BestWeight24/99_e1.ecore;39;41;79;80;42;13;4;43.6;629.0;768.0;0.93638813;188.0;27988;
